Benchmark,analysis time,time,Nexps,Nreactors,TCT,operating time ratio of the analyzers,operating time ratio of the reactors,scheduling mode
A1,20 min,1174.489423,60,8,0.316545788,0.187747697,0.316545788,SRIA-PI
A1,20 min,907.3979746,45,8,0.240611434,0.631247285,0.240611434,SRIA-PI
A1,20 min,983.959838,43,8,0.276480233,0.649945638,0.276480233,SRIA-PI
A1,20 min,1095.568088,48,8,0.272363527,0.493973927,0.272363527,SRIA-PI
A1,20 min,1230.442257,53,8,0.278674677,0.329615644,0.278674677,SRIA-PI
A1,20 min,1134.0692,48,8,0.292269627,0.480095588,0.292269627,SRIA-PI
A1,20 min,1156.592912,53,8,0.298789955,0.356235817,0.298789955,SRIA-PI
A1,20 min,835.9197653,51,12,0.248413022,0.518123855,0.248413022,SRIA-PI
A1,20 min,756.5595872,41,12,0.169104433,0.778211976,0.169104433,SRIA-PI
A1,20 min,993.3001739,56,12,0.22562839,0.34565284,0.22562839,SRIA-PI
A1,20 min,932.4442738,52,12,0.214756979,0.460181911,0.214756979,SRIA-PI
A1,20 min,801.6258673,37,12,0.167004762,0.85455971,0.167004762,SRIA-PI
A1,20 min,1087.880613,67,12,0.273124901,0.056930185,0.273124901,SRIA-PI
A1,20 min,1080.246576,52,12,0.20484735,0.406904217,0.20484735,SRIA-PI
A1,20 min,1116.964322,60,12,0.216498471,0.208483536,0.216498471,SRIA-PI
A1,20 min,706.5856798,44,12,0.19692315,0.726781422,0.19692315,SRIA-PI
A1,20 min,988.9582782,53,12,0.170232977,0.41666239,0.170232977,SRIA-PI
A1,20 min,1125.995357,70,12,0.222762764,-0.026253326,0.222762764,SRIA-PI
A1,20 min,914.6529484,49,12,0.211454472,0.536039522,0.211454472,SRIA-PI
A1,20 min,1101.019416,61,12,0.217403802,0.191082983,0.217403802,SRIA-PI
A1,20 min,948.1465964,57,12,0.247959046,0.338781018,0.247959046,SRIA-PI
A1,20 min,891.001669,57,12,0.248305429,0.359379817,0.248305429,SRIA-PI
A1,20 min,1182.908602,68,12,0.279165941,-0.000472315,0.279165941,SRIA-PI
A1,20 min,908.6031642,49,12,0.187669875,0.538220263,0.187669875,SRIA-PI
A1,20 min,1040.408565,55,12,0.220220861,0.351820018,0.220220861,SRIA-PI
A1,20 min,1257.930053,65,12,0.191653953,0.041929453,0.191653953,SRIA-PI
A1,20 min,1033.016623,60,12,0.220519434,0.238743821,0.220519434,SRIA-PI
A1,20 min,1234.314695,60,12,0.20058556,0.166182725,0.20058556,SRIA-PI
A1,20 min,1117.03062,76,12,0.277690432,-0.161910733,0.277690432,SRIA-PI
A1,20 min,897.3122984,52,12,0.2061358,0.47284579,0.2061358,SRIA-PI
A1,20 min,989.4135941,49,12,0.157245423,0.509090856,0.157245423,SRIA-PI
A1,20 min,1115.752469,67,12,0.240109088,0.046883331,0.240109088,SRIA-PI
A1,20 min,993.8921924,50,12,0.226538637,0.484328326,0.226538637,SRIA-PI
A1,20 min,833.5001601,52,12,0.242514058,0.495847892,0.242514058,SRIA-PI
A1,20 min,1298.62094,76,12,0.24540258,-0.227367855,0.24540258,SRIA-PI
A1,20 min,893.4332653,49,12,0.212145607,0.543688494,0.212145607,SRIA-PI
A1,20 min,889.934341,48,12,0.228275725,0.568097885,0.228275725,SRIA-PI
